0.1415278 7.430009
0.1445833 6.389207
0.1476389 5.28278
0.1506944 4.520008
0.15375 3.986889
0.1568056 3.750774
0.1598611 3.720542
0.1629167 3.701964
0.1659722 3.93923
0.1690278 4.253937
0.1720833 4.641856
0.1751389 5.081676
0.1781944 5.472359
0.18125 5.765233
0.1843056 5.996869
0.1873611 6.253506
0.1904167 6.467921
0.1934722 6.572781
0.1965278 6.710486
0.1995833 6.874371
0.2026389 6.998972
0.2056944 7.127207
0.20875 7.232327
0.2118056 7.289652
0.2148611 7.305225
0.2179167 7.324656
0.2209722 7.36155
0.2240278 7.294403
0.2270833 7.212935
0.2301389 7.109025
0.2331944 7.023771
0.23625 6.889927
0.2393056 6.748648
0.2423611 6.530611
0.2454167 6.36581
0.2484722 6.247654
0.2515278 6.152336
0.2545833 5.977851
0.2576389 5.820513
0.2606944 5.640833
0.26375 5.240999
0.2668056 4.857069
0.2698611 4.723314
0.2729167 4.436367
0.2759722 4.031199
0.2790278 3.704553
0.2820833 3.399512
0.2851389 3.119158
0.2881944 2.922808
0.29125 2.778795
0.2943056 2.611806
0.2973611 2.404468
0.3004167 2.358196
0.3034722 2.211304
0.3065278 2.059785
0.3095833 1.880067
0.3126389 1.756678
0.3156944 1.674751
0.31875 1.591966
0.3218056 1.554689
0.3248611 1.464604
0.3279167 1.423911
0.3309722 1.429717
0.3340278 1.391682
0.3370833 1.308319
0.3401389 1.211654
0.3431944 1.115226
0.34625 1.109672
0.3493056 1.050676
0.3523611 0.997133
0.3554167 0.967153
0.3584722 0.956463
0.3615278 0.924607
0.3645833 0.894914
0.3676389 0.813898
0.3706944 0.720719
0.37375 0.707366
0.3768056 0.711661
0.3798611 0.654423
0.3829167 0.660633
0.3859722 0.605942
0.3890278 0.529059
0.3920833 0.494452
0.3951389 0.4258
0.3981944 0.475407
0.40125 0.493097
0.4043056 0.471098
0.4073611 0.464081
0.4104167 0.458744
0.4134722 0.44112
0.4165278 0.343797
0.4195833 0.272424
0.4226389 0.270027
0.4256944 0.251704
0.42875 0.278288
0.4318056 0.261486
0.4348611 0.249823
0.4379167 0.199649
0.4409722 0.214663
0.4440278 0.280774
0.4470833 0.342742
0.4501389 0.344696
0.4531944 0.345211
0.45625 0.295746
0.4593056 0.313099
0.4623611 0.066181
0.4654167 0
0.4684722 0.193185
