#Coor		Free	+/-		Prob		+/-
2.790278	3.704553	-nan	0.000092	-nan
2.820833	3.399512	-nan	0.000154	-nan
2.851389	3.119158	-nan	0.000247	-nan
2.881944	2.922808	-nan	0.000345	-nan
2.912500	2.778795	-nan	0.000440	-nan
2.943056	2.611806	-nan	0.000583	-nan
2.973611	2.404468	-nan	0.000828	-nan
3.004167	2.358196	-nan	0.000896	-nan
3.034722	2.211304	-nan	0.001148	-nan
3.065278	2.059785	-nan	0.001484	-nan
3.095833	1.880067	-nan	0.002012	-nan
3.126389	1.756678	-nan	0.002479	-nan
3.156944	1.674751	-nan	0.002848	-nan
3.187500	1.591966	-nan	0.003276	-nan
3.218056	1.554689	-nan	0.003489	-nan
3.248611	1.464604	-nan	0.004064	-nan
3.279167	1.423911	-nan	0.004353	-nan
3.309722	1.429717	-nan	0.004311	-nan
3.340278	1.391682	-nan	0.004597	-nan
3.370833	1.308319	-nan	0.005294	-nan
3.401389	1.211654	-nan	0.006235	-nan
3.431944	1.115226	-nan	0.007340	-nan
3.462500	1.109672	-nan	0.007409	-nan
3.493056	1.050676	-nan	0.008187	-nan
3.523611	0.997133	-nan	0.008964	-nan
3.554167	0.967153	-nan	0.009430	-nan
3.584722	0.956463	-nan	0.009602	-nan
3.615278	0.924607	-nan	0.010134	-nan
3.645833	0.894914	-nan	0.010657	-nan
3.676389	0.813898	-nan	0.012223	-nan
3.706944	0.720719	-nan	0.014310	-nan
3.737500	0.707366	-nan	0.014637	-nan
3.768056	0.711661	-nan	0.014531	-nan
3.798611	0.654423	-nan	0.016009	-nan
3.829167	0.660633	-nan	0.015842	-nan
3.859722	0.605942	-nan	0.017378	-nan
3.890278	0.529059	-nan	0.019793	-nan
3.920833	0.494452	-nan	0.020987	-nan
3.951389	0.425800	-nan	0.023572	-nan
3.981944	0.475407	-nan	0.021674	-nan
4.012500	0.493097	-nan	0.021035	-nan
4.043056	0.471098	-nan	0.021833	-nan
4.073611	0.464081	-nan	0.022093	-nan
4.104167	0.458744	-nan	0.022294	-nan
4.134722	0.441120	-nan	0.022969	-nan
4.165278	0.343797	-nan	0.027081	-nan
4.195833	0.272424	-nan	0.030558	-nan
4.226389	0.270027	-nan	0.030682	-nan
4.256944	0.251704	-nan	0.031648	-nan
4.287500	0.278288	-nan	0.030256	-nan
4.318056	0.261486	-nan	0.031129	-nan
4.348611	0.249823	-nan	0.031749	-nan
4.379167	0.199649	-nan	0.034563	-nan
4.409722	0.214663	-nan	0.033696	-nan
4.440278	0.280774	-nan	0.030129	-nan
4.470833	0.342742	-nan	0.027130	-nan
4.501389	0.344696	-nan	0.027040	-nan
4.531944	0.345211	-nan	0.027016	-nan
4.562500	0.295746	-nan	0.029375	-nan
4.593056	0.313099	-nan	0.028525	-nan
4.623611	0.066181	-nan	0.043321	-nan
4.654167	0.000000	-nan	0.048456	-nan
4.684722	0.193185	-nan	0.034943	-nan
#Window		Free	+/-	
#0	0.000000	-nan
#1	-1.417925	-nan
#2	-2.756191	-nan
#3	-1.884370	-nan
#4	-0.637081	-nan
#5	-0.180286	-nan
#6	0.190513	-nan
#7	0.439185	-nan
#8	0.673168	-nan
#9	0.822453	-nan
#10	0.683713	-nan
#11	0.697519	-nan
#12	0.242383	-nan
#13	-0.237267	-nan
#14	-0.618934	-nan
#15	-1.860548	-nan
#16	-2.888577	-nan
#17	-3.595470	-nan
#18	-4.308241	-nan
#19	-5.227486	-nan
#20	-5.813529	-nan
#21	-6.112648	-nan
#22	-6.157937	-nan
#23	-6.132865	-nan
#24	-6.172963	-nan
#25	-6.296081	-nan
#26	-6.347487	-nan
#27	-6.354845	-nan
#28	-6.295620	-nan
