#! FIELDS time dCN dH13O34 dH13N11 dH12O54 dH12N11 cn0
 0.000000 1.559950 1.687575 1.140016 1.584415 1.048209 1.934000
 0.001000 1.566546 1.683672 1.138419 1.592609 1.032600 1.937996
 0.002000 1.573447 1.698407 1.117336 1.615678 1.006757 1.953245
 0.003000 1.580497 1.726086 1.082356 1.639490 0.984695 1.969555
 0.004000 1.587493 1.755393 1.044877 1.649665 0.980724 1.979661
 0.005000 1.594290 1.771820 1.020187 1.642068 0.998622 1.982220
 0.006000 1.600814 1.764564 1.020443 1.625644 1.028580 1.978066
 0.007000 1.607011 1.734957 1.045411 1.614122 1.055908 1.968229
 0.008000 1.612801 1.696187 1.082242 1.617412 1.069948 1.955029
 0.009000 1.618029 1.664190 1.114753 1.638124 1.067375 1.942993
 0.010000 1.622453 1.650212 1.131056 1.671322 1.052246 1.938369
 0.011000 1.625808 1.658429 1.125965 1.706162 1.034484 1.944711
 0.012000 1.627855 1.685950 1.101038 1.730003 1.026091 1.957680
 0.013000 1.628394 1.723330 1.064362 1.734848 1.034898 1.968165
 0.014000 1.627222 1.755940 1.029731 1.722104 1.059681 1.970251
 0.015000 1.624115 1.768373 1.012675 1.701058 1.091517 1.963282
 0.016000 1.618929 1.752914 1.021701 1.683187 1.119418 1.950169
 0.017000 1.611749 1.715674 1.051428 1.677410 1.134980 1.936313
 0.018000 1.602852 1.672390 1.086696 1.687738 1.134501 1.926799
 0.019000 1.592596 1.639149 1.112082 1.712473 1.119530 1.924787
 0.020000 1.581361 1.626610 1.117544 1.744568 1.096549 1.932237
 0.021000 1.569549 1.638061 1.100124 1.773395 1.075543 1.946994
 0.022000 1.557573 1.668707 1.064664 1.788366 1.066659 1.961048
 0.023000 1.545848 1.705471 1.024292 1.783730 1.075392 1.966877
 0.024000 1.534787 1.729603 0.998109 1.761543 1.099553 1.962037
 0.025000 1.524840 1.726140 1.001428 1.730143 1.131016 1.946779
 0.026000 1.516548 1.695771 1.033146 1.699946 1.160171 1.923180
 0.027000 1.510455 1.653789 1.076911 1.679934 1.179138 1.897224
 0.028000 1.506944 1.618134 1.113935 1.675744 1.183072 1.879578
 0.029000 1.506209 1.601438 1.131234 1.688681 1.170811 1.881594
 0.030000 1.508303 1.609116 1.123324 1.715275 1.145295 1.904702
 0.031000 1.513154 1.639071 1.092290 1.747436 1.113545 1.935712
 0.032000 1.520511 1.681129 1.048376 1.773790 1.085574 1.959218
 0.033000 1.529905 1.717551 1.009719 1.783145 1.071331 1.970141
 0.034000 1.540685 1.729004 0.996430 1.769796 1.075893 1.970391
 0.035000 1.552222 1.707730 1.016762 1.737240 1.096140 1.961006
 0.036000 1.564038 1.664697 1.059439 1.696612 1.122377 1.941313
 0.037000 1.575707 1.619987 1.103890 1.661248 1.143249 1.915015
 0.038000 1.586791 1.590780 1.132823 1.641640 1.149959 1.896458
 0.039000 1.596916 1.586853 1.136636 1.642627 1.138542 1.901572
 0.040000 1.605848 1.610001 1.113747 1.662370 1.110784 1.928139
 0.041000 1.613456 1.653627 1.070993 1.692422 1.074304 1.957182
