0	0
0.292	0.033333333
0.79	0.066666667
1.469	0.1
3.433	0.133333333
3.773	0.166666667
4.043	0.2
5.176	0.233333333
5.358	0.266666667
5.913	0.3
5.986	0.333333333
6.096	0.366666667
7.092	0.4
8.876	0.433333333
12.656	0.466666667
17	0.5
26.309	0.533333333
44.901	0.566666667
